,transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha,idade,renda_mensal,cidade,tipo_cliente,ultima_compra,frequencia_compras,total_gasto
1106,1107,294,2025-01-11,154,cartão,black_friday,66,2644,Rio de Janeiro,ocasional,22,9,7088
1107,1108,896,2025-01-12,179,cartão,natal,41,6559,Porto Alegre,ocasional,22,15,4501
1108,1109,306,2025-01-13,197,cartão,volta_as_aulas,65,5688,Brasília,ocasional,18,12,2719
1109,1110,254,2025-01-14,223,pix,dia_pais,28,5708,Fortaleza,frequente,71,9,3205
1110,1111,180,2025-01-15,138,cartão,dia_maes,59,4179,Recife,ocasional,163,17,4880
1111,1112,40,2025-01-16,130,cartão,natal,69,5815,São Paulo,premium,296,7,6428
1112,1113,776,2025-01-17,54,cartão,sem_campanha,67,5628,Fortaleza,frequente,358,10,6024
1113,1114,701,2025-01-18,252,cartão,ano_novo,34,6377,Manaus,frequente,115,11,7173
1114,1115,520,2025-01-19,168,cartão,sem_campanha,63,6386,São Paulo,ocasional,296,13,3708
1115,1116,616,2025-01-20,187,pix,natal,49,2002,Porto Alegre,frequente,109,12,7801
1116,1117,737,2025-01-21,177,cartão,sem_campanha,62,3746,São Paulo,ocasional,309,4,4262
1117,1118,546,2025-01-22,152,cartão,ano_novo,62,5180,Fortaleza,ocasional,352,17,5052
1118,1119,236,2025-01-23,167,cartão,dia_maes,18,5225,Porto Alegre,ocasional,220,15,6795
1119,1120,463,2025-01-24,122,boleto,dia_maes,61,7769,Salvador,ocasional,95,12,7065
1120,1121,228,2025-01-25,134,boleto,dia_pais,66,7544,Belo Horizonte,ocasional,141,7,6026
1121,1122,700,2025-01-26,102,cartão,volta_as_aulas,69,7088,Fortaleza,frequente,240,12,6048
1122,1123,825,2025-01-27,227,cartão,black_friday,38,5042,Rio de Janeiro,ocasional,31,8,2294
1123,1124,483,2025-01-28,178,cartão,sem_campanha,36,4865,São Paulo,frequente,327,13,5864
1124,1125,430,2025-01-29,248,cartão,natal,24,5328,Belo Horizonte,frequente,231,8,5291
1125,1126,22,2025-01-30,264,cartão,volta_as_aulas,47,5844,Porto Alegre,frequente,269,7,5056
1126,1127,343,2025-01-31,79,cartão,dia_pais,24,4331,Fortaleza,ocasional,64,10,3549
1127,1128,40,2025-02-01,199,cartão,ano_novo,69,5815,São Paulo,premium,296,7,6428
1128,1129,173,2025-02-02,82,pix,sem_campanha,30,8860,Recife,ocasional,90,16,5044
1129,1130,439,2025-02-03,158,cartão,sem_campanha,29,6610,Fortaleza,frequente,50,14,6607
1130,1131,179,2025-02-04,165,boleto,black_friday,19,4139,Brasília,ocasional,262,13,5939
1131,1132,598,2025-02-05,85,cartão,dia_pais,28,6275,Manaus,premium,243,12,3876
1132,1133,133,2025-02-06,113,cartão,sem_campanha,52,8668,Porto Alegre,ocasional,360,10,4349
1133,1134,351,2025-02-07,168,cartão,dia_pais,39,3493,Curitiba,ocasional,241,10,6866
1134,1135,525,2025-02-08,158,cartão,sem_campanha,43,6342,Curitiba,ocasional,303,14,5720
1135,1136,540,2025-02-09,99,cartão,sem_campanha,48,4139,Porto Alegre,ocasional,12,10,7247
1136,1137,506,2025-02-10,115,cartão,sem_campanha,20,6316,Brasília,ocasional,283,8,3693
1137,1138,84,2025-02-11,75,cartão,natal,32,4387,Belo Horizonte,ocasional,158,9,5069
1138,1139,993,2025-02-12,89,cartão,sem_campanha,64,3822,Porto Alegre,ocasional,323,6,4568
1139,1140,464,2025-02-13,131,boleto,sem_campanha,22,3394,Rio de Janeiro,ocasional,181,7,6530
1140,1141,830,2025-02-14,199,cartão,sem_campanha,22,6226,Fortaleza,premium,39,8,7213
1141,1142,861,2025-02-15,205,cartão,volta_as_aulas,51,5655,Fortaleza,ocasional,30,6,1620
1142,1143,343,2025-02-16,241,cartão,sem_campanha,24,4331,Fortaleza,ocasional,64,10,3549
1143,1144,280,2025-02-17,171,pix,sem_campanha,28,5183,Curitiba,frequente,229,14,3953
1144,1145,866,2025-02-18,159,cartão,sem_campanha,61,6401,Rio de Janeiro,ocasional,118,8,4071
1145,1146,263,2025-02-19,174,cartão,volta_as_aulas,37,5776,Rio de Janeiro,frequente,221,5,5364
1146,1147,166,2025-02-20,174,cartão,sem_campanha,40,4918,Rio de Janeiro,premium,99,13,2966
1147,1148,293,2025-02-21,69,cartão,sem_campanha,69,5932,Porto Alegre,frequente,291,9,1394
1148,1149,509,2025-02-22,244,cartão,natal,33,5312,São Paulo,frequente,144,11,3284
1149,1150,580,2025-02-23,53,cartão,ano_novo,68,727,Manaus,frequente,173,11,4769
1150,1151,226,2025-02-24,207,cartão,sem_campanha,66,7632,Brasília,frequente,288,10,3737
1151,1152,170,2025-02-25,152,cartão,sem_campanha,60,6689,Brasília,ocasional,175,9,4502
1152,1153,598,2025-02-26,95,cartão,sem_campanha,28,6275,Manaus,premium,243,12,3876
1153,1154,645,2025-02-27,176,cartão,natal,45,5453,Salvador,ocasional,72,10,4723
1154,1155,448,2025-02-28,144,cartão,volta_as_aulas,39,4901,Porto Alegre,ocasional,300,11,5104
1155,1156,690,2025-03-01,115,cartão,volta_as_aulas,22,5421,Belo Horizonte,ocasional,188,8,4724
1156,1157,855,2025-03-02,80,boleto,sem_campanha,51,4079,Porto Alegre,ocasional,86,13,2924
1157,1158,502,2025-03-03,76,cartão,black_friday,56,4928,São Paulo,ocasional,331,8,4939
1158,1159,764,2025-03-04,119,cartão,sem_campanha,49,3164,Rio de Janeiro,ocasional,334,11,3443
1159,1160,527,2025-03-05,130,cartão,sem_campanha,65,6574,Manaus,ocasional,208,8,4689
1160,1161,735,2025-03-06,89,cartão,sem_campanha,23,3989,Porto Alegre,premium,117,9,4418
1161,1162,379,2025-03-07,151,cartão,volta_as_aulas,63,5304,Fortaleza,frequente,63,10,6276
1162,1163,201,2025-03-08,96,boleto,sem_campanha,23,4213,Fortaleza,ocasional,198,7,2379
1163,1164,619,2025-03-09,168,cartão,sem_campanha,49,6497,São Paulo,frequente,104,7,4400
1164,1165,250,2025-03-10,211,cartão,sem_campanha,69,3532,Curitiba,ocasional,159,9,7166
1165,1166,949,2025-03-11,164,boleto,black_friday,18,5461,Fortaleza,ocasional,333,10,3573
1166,1167,409,2025-03-12,145,cartão,natal,40,6230,Curitiba,ocasional,285,10,6728
1167,1168,601,2025-03-13,123,boleto,sem_campanha,42,4517,Belo Horizonte,ocasional,198,14,4965
1168,1169,125,2025-03-14,222,cartão,dia_pais,25,3839,Brasília,ocasional,237,13,6285
1169,1170,113,2025-03-15,140,cartão,sem_campanha,34,6556,Fortaleza,frequente,345,7,4961
1170,1171,981,2025-03-16,274,cartão,sem_campanha,43,4686,Fortaleza,ocasional,92,10,5327
1171,1172,137,2025-03-17,90,cartão,sem_campanha,44,5721,Salvador,ocasional,267,6,4328
1172,1173,759,2025-03-18,164,boleto,volta_as_aulas,33,4431,Belo Horizonte,ocasional,54,11,4351
1173,1174,496,2025-03-19,220,boleto,sem_campanha,65,1364,Porto Alegre,premium,260,11,5200
1174,1175,678,2025-03-20,115,cartão,black_friday,61,4512,Manaus,frequente,212,6,5209
1175,1176,150,2025-03-21,138,boleto,volta_as_aulas,44,7294,Curitiba,frequente,31,6,7118
1176,1177,875,2025-03-22,181,cartão,natal,54,4180,São Paulo,ocasional,190,9,4747
1177,1178,343,2025-03-23,169,pix,sem_campanha,24,4331,Fortaleza,ocasional,64,10,3549
1178,1179,945,2025-03-24,177,pix,sem_campanha,59,8084,Brasília,premium,195,13,7310
1179,1180,580,2025-03-25,208,cartão,dia_maes,68,727,Manaus,frequente,173,11,4769
1180,1181,733,2025-03-26,132,cartão,dia_pais,50,4557,Recife,ocasional,140,14,6850
1181,1182,783,2025-03-27,221,boleto,sem_campanha,34,5254,São Paulo,ocasional,320,11,4611
1182,1183,321,2025-03-28,63,cartão,sem_campanha,52,5144,Brasília,ocasional,281,8,7507
1183,1184,822,2025-03-29,203,boleto,sem_campanha,58,3866,Rio de Janeiro,ocasional,47,5,5272
1184,1185,926,2025-03-30,207,cartão,sem_campanha,33,7252,Belo Horizonte,ocasional,35,14,4540
1185,1186,861,2025-03-31,111,cartão,sem_campanha,51,5655,Fortaleza,ocasional,30,6,1620
1186,1187,532,2025-04-01,77,cartão,volta_as_aulas,47,3966,Brasília,ocasional,363,12,4483
1187,1188,289,2025-04-02,138,cartão,dia_pais,24,6061,Belo Horizonte,premium,96,13,2573
1188,1189,489,2025-04-03,170,cartão,ano_novo,26,5192,Porto Alegre,ocasional,321,15,3082
1189,1190,492,2025-04-04,133,cartão,sem_campanha,18,4021,Salvador,frequente,106,16,7004
1190,1191,612,2025-04-05,175,cartão,volta_as_aulas,53,5077,Rio de Janeiro,ocasional,310,10,4462
1191,1192,252,2025-04-06,246,boleto,sem_campanha,23,2446,Recife,ocasional,45,11,4113
1192,1193,982,2025-04-07,81,cartão,black_friday,45,3724,Rio de Janeiro,frequente,179,13,6933
1193,1194,77,2025-04-08,52,boleto,sem_campanha,61,5591,São Paulo,ocasional,87,8,4268
1194,1195,647,2025-04-09,146,cartão,sem_campanha,48,4903,Belo Horizonte,ocasional,129,7,4667
1195,1196,392,2025-04-10,115,cartão,dia_pais,38,3903,Recife,ocasional,101,13,5729
1196,1197,412,2025-04-11,125,pix,dia_pais,59,6753,Brasília,ocasional,326,5,3244
1197,1198,173,2025-04-12,213,cartão,natal,30,8860,Recife,ocasional,90,16,5044
1198,1199,875,2025-04-13,143,pix,sem_campanha,54,4180,São Paulo,ocasional,190,9,4747
1199,1200,201,2025-04-14,148,cartão,sem_campanha,23,4213,Fortaleza,ocasional,198,7,2379
1200,1201,217,2025-04-15,128,cartão,sem_campanha,66,6386,Curitiba,premium,44,16,6765
1201,1202,376,2025-04-16,148,boleto,natal,45,5707,São Paulo,ocasional,254,10,2936
1202,1203,720,2025-04-17,163,cartão,dia_maes,67,4355,Curitiba,ocasional,220,10,6285
1203,1204,586,2025-04-18,289,cartão,volta_as_aulas,25,6741,Fortaleza,frequente,217,10,3019
1204,1205,11,2025-04-19,163,cartão,dia_maes,28,5116,Curitiba,ocasional,38,9,5170
1205,1206,799,2025-04-20,208,boleto,volta_as_aulas,42,5200,Porto Alegre,ocasional,188,7,4963
1206,1207,768,2025-04-21,159,boleto,dia_maes,29,2666,Salvador,ocasional,273,7,4647
1207,1208,12,2025-04-22,48,cartão,dia_pais,28,3708,Salvador,ocasional,119,12,5688
1208,1209,892,2025-04-23,121,pix,sem_campanha,51,2579,Belo Horizonte,ocasional,210,7,5442
1209,1210,991,2025-04-24,163,boleto,sem_campanha,24,4798,São Paulo,ocasional,302,16,5380
1210,1211,590,2025-04-25,186,pix,dia_pais,43,5715,Salvador,ocasional,18,14,3184
1211,1212,435,2025-04-26,160,cartão,sem_campanha,25,5911,Porto Alegre,frequente,335,6,8738
1212,1213,684,2025-04-27,196,cartão,natal,57,8659,Curitiba,ocasional,243,14,6112
1213,1214,608,2025-04-28,77,boleto,ano_novo,52,4705,Porto Alegre,ocasional,288,17,4775
1214,1215,818,2025-04-29,152,cartão,sem_campanha,66,5482,Rio de Janeiro,frequente,146,9,7005
1215,1216,373,2025-04-30,216,pix,black_friday,66,7130,Belo Horizonte,frequente,63,12,3781
1216,1217,273,2025-05-01,101,cartão,dia_maes,58,3575,Salvador,ocasional,93,10,6865
1217,1218,931,2025-05-02,206,cartão,natal,42,5683,Curitiba,frequente,349,16,944
1218,1219,897,2025-05-03,203,pix,ano_novo,32,4091,Rio de Janeiro,ocasional,172,9,6054
1219,1220,925,2025-05-04,88,pix,sem_campanha,28,2867,Porto Alegre,ocasional,29,7,3857
1220,1221,691,2025-05-05,166,cartão,black_friday,46,5156,Rio de Janeiro,ocasional,86,12,3186
1221,1222,576,2025-05-06,157,cartão,black_friday,29,6759,Brasília,frequente,314,6,2701
1222,1223,509,2025-05-07,141,boleto,sem_campanha,33,5312,São Paulo,frequente,144,11,3284
1223,1224,132,2025-05-08,73,pix,volta_as_aulas,54,3311,Curitiba,ocasional,2,9,2142
1224,1225,855,2025-05-09,136,cartão,volta_as_aulas,51,4079,Porto Alegre,ocasional,86,13,2924
1225,1226,924,2025-05-10,142,cartão,sem_campanha,48,3864,Curitiba,frequente,348,8,6323
1226,1227,784,2025-05-11,65,boleto,dia_pais,26,2879,Fortaleza,ocasional,87,6,4718
1227,1228,319,2025-05-12,84,cartão,sem_campanha,57,6407,Porto Alegre,ocasional,215,10,4735
1228,1229,844,2025-05-13,103,pix,sem_campanha,26,2036,Brasília,ocasional,255,11,1072
1229,1230,949,2025-05-14,97,cartão,dia_maes,18,5461,Fortaleza,ocasional,333,10,3573
1230,1231,853,2025-05-15,166,cartão,ano_novo,57,5223,Fortaleza,ocasional,200,5,2150
1231,1232,621,2025-05-16,195,cartão,ano_novo,29,8132,Porto Alegre,ocasional,206,8,4905
1232,1233,785,2025-05-17,134,cartão,sem_campanha,50,4833,Recife,ocasional,217,8,6678
1233,1234,168,2025-05-18,188,boleto,dia_pais,62,6044,Porto Alegre,ocasional,8,8,3436
1234,1235,397,2025-05-19,197,pix,sem_campanha,35,4975,Porto Alegre,frequente,124,11,7385
1235,1236,180,2025-05-20,145,cartão,sem_campanha,59,4179,Recife,ocasional,163,17,4880
1236,1237,58,2025-05-21,170,boleto,sem_campanha,64,4134,Salvador,premium,211,9,2385
1237,1238,480,2025-05-22,138,cartão,sem_campanha,47,6993,Fortaleza,frequente,129,13,6645
1238,1239,933,2025-05-23,93,boleto,sem_campanha,49,4034,Recife,frequente,67,11,4477
1239,1240,591,2025-05-24,112,cartão,sem_campanha,51,5115,Rio de Janeiro,frequente,294,12,7387
1240,1241,460,2025-05-25,166,cartão,natal,50,6308,Porto Alegre,premium,341,11,7299
1241,1242,61,2025-05-26,143,cartão,sem_campanha,25,5794,Salvador,frequente,5,10,7171
1242,1243,369,2025-05-27,186,cartão,sem_campanha,65,4065,Salvador,ocasional,79,7,4815
1243,1244,121,2025-05-28,55,pix,volta_as_aulas,58,6304,Salvador,ocasional,181,7,3839
1244,1245,719,2025-05-29,67,cartão,black_friday,30,5187,Recife,ocasional,230,9,3784
1245,1246,546,2025-05-30,73,cartão,sem_campanha,62,5180,Fortaleza,ocasional,352,17,5052
1246,1247,582,2025-05-31,158,cartão,black_friday,52,2390,Curitiba,ocasional,206,10,5657
1247,1248,17,2025-06-01,81,cartão,dia_pais,20,3686,Curitiba,ocasional,218,11,5628
1248,1249,496,2025-06-02,166,cartão,dia_pais,65,1364,Porto Alegre,premium,260,11,5200
1249,1250,497,2025-06-03,187,cartão,sem_campanha,42,2624,São Paulo,ocasional,108,7,4857
1250,1251,505,2025-06-04,225,cartão,dia_maes,46,7255,Brasília,ocasional,195,18,4755
1251,1252,532,2025-06-05,220,pix,sem_campanha,47,3966,Brasília,ocasional,363,12,4483
1252,1253,969,2025-06-06,115,cartão,black_friday,34,5463,Curitiba,ocasional,171,7,4837
1253,1254,315,2025-06-07,66,cartão,ano_novo,66,4940,Manaus,ocasional,175,8,4772
1254,1255,69,2025-06-08,118,boleto,ano_novo,21,5129,Brasília,premium,44,8,6515
1255,1256,727,2025-06-09,198,boleto,sem_campanha,18,2896,São Paulo,ocasional,267,5,6651
1256,1257,161,2025-06-10,130,boleto,sem_campanha,69,4610,Brasília,ocasional,182,7,4973
1257,1258,614,2025-06-11,148,cartão,sem_campanha,66,4878,Curitiba,frequente,98,7,3354
1258,1259,888,2025-06-12,122,cartão,sem_campanha,47,3672,Curitiba,ocasional,364,8,5923
1259,1260,718,2025-06-13,229,pix,volta_as_aulas,62,7046,Salvador,frequente,275,10,6467
1260,1261,145,2025-06-14,99,cartão,sem_campanha,18,3515,Manaus,frequente,223,8,6534
1261,1262,569,2025-06-15,153,cartão,volta_as_aulas,50,4061,Curitiba,ocasional,110,10,4762
1262,1263,595,2025-06-16,205,cartão,black_friday,21,2665,Brasília,frequente,187,6,2406
1263,1264,993,2025-06-17,242,cartão,sem_campanha,64,3822,Porto Alegre,ocasional,323,6,4568
1264,1265,385,2025-06-18,115,boleto,sem_campanha,46,5428,Belo Horizonte,frequente,208,4,6028
1265,1266,269,2025-06-19,198,cartão,dia_pais,37,3615,Fortaleza,frequente,350,11,1664
1266,1267,923,2025-06-20,118,boleto,sem_campanha,33,6494,Brasília,ocasional,266,7,7326
1267,1268,454,2025-06-21,218,cartão,sem_campanha,69,4246,Porto Alegre,frequente,95,6,6827
1268,1269,699,2025-06-22,236,pix,volta_as_aulas,39,5269,Brasília,premium,346,8,3439
1269,1270,518,2025-06-23,105,cartão,dia_pais,66,5858,Recife,ocasional,266,9,6594
1270,1271,865,2025-06-24,182,cartão,sem_campanha,18,1169,Fortaleza,frequente,12,8,3352
1271,1272,350,2025-06-25,205,cartão,sem_campanha,39,3622,Salvador,ocasional,272,9,2629
1272,1273,110,2025-06-26,135,boleto,dia_pais,41,4283,Brasília,frequente,40,9,3882
1273,1274,483,2025-06-27,177,boleto,sem_campanha,36,4865,São Paulo,frequente,327,13,5864
1274,1275,407,2025-06-28,180,cartão,ano_novo,64,5885,Porto Alegre,ocasional,27,11,6295
1275,1276,650,2025-06-29,250,cartão,ano_novo,64,5632,Curitiba,ocasional,96,6,5078
1276,1277,51,2025-06-30,51,boleto,sem_campanha,31,4900,São Paulo,ocasional,67,14,4490
1277,1278,403,2025-07-01,147,boleto,ano_novo,63,6022,São Paulo,ocasional,106,14,5806
1278,1279,563,2025-07-02,87,cartão,sem_campanha,68,4741,Brasília,frequente,101,18,7838
1279,1280,476,2025-07-03,150,boleto,sem_campanha,33,5685,Rio de Janeiro,ocasional,302,12,8581
1280,1281,87,2025-07-04,110,cartão,sem_campanha,40,2193,Porto Alegre,frequente,116,10,3021
1281,1282,68,2025-07-05,137,cartão,sem_campanha,57,4094,Curitiba,ocasional,181,17,3791
1282,1283,596,2025-07-06,106,cartão,sem_campanha,67,4357,Curitiba,ocasional,149,11,7929
1283,1284,979,2025-07-07,157,pix,sem_campanha,39,4792,Curitiba,ocasional,315,9,7212
1284,1285,42,2025-07-08,203,cartão,dia_maes,54,5855,Salvador,premium,208,9,5550
1285,1286,731,2025-07-09,131,cartão,sem_campanha,66,3922,Porto Alegre,frequente,154,8,6435
1286,1287,57,2025-07-10,221,pix,black_friday,45,6509,Brasília,ocasional,10,16,6140
1287,1288,738,2025-07-11,202,cartão,dia_pais,49,8217,Fortaleza,frequente,88,9,2880
1288,1289,196,2025-07-12,251,boleto,sem_campanha,69,7628,Manaus,frequente,217,8,8147
1289,1290,760,2025-07-13,170,boleto,ano_novo,40,4694,Salvador,ocasional,29,11,6909
1290,1291,678,2025-07-14,146,pix,ano_novo,61,4512,Manaus,frequente,212,6,5209
1291,1292,62,2025-07-15,70,cartão,sem_campanha,64,7162,Porto Alegre,frequente,195,9,6407
1292,1293,263,2025-07-16,110,cartão,natal,37,5776,Rio de Janeiro,frequente,221,5,5364
1293,1294,112,2025-07-17,139,pix,sem_campanha,68,5500,Curitiba,ocasional,138,7,5919
1294,1295,765,2025-07-18,145,cartão,volta_as_aulas,33,5051,Salvador,ocasional,35,9,2969
1295,1296,711,2025-07-19,267,cartão,sem_campanha,56,4097,Salvador,premium,207,7,4479
1296,1297,178,2025-07-20,139,boleto,dia_pais,45,4783,Manaus,frequente,78,8,4521
1297,1298,948,2025-07-21,61,cartão,sem_campanha,23,4584,Salvador,frequente,334,10,6230
1298,1299,26,2025-07-22,183,pix,volta_as_aulas,50,3704,Porto Alegre,frequente,105,8,5139
1299,1300,410,2025-07-23,180,cartão,sem_campanha,19,5760,Belo Horizonte,frequente,148,6,3173
1300,1301,758,2025-07-24,127,cartão,natal,20,7442,Fortaleza,premium,26,10,5113
1301,1302,531,2025-07-25,256,cartão,volta_as_aulas,50,8112,Fortaleza,ocasional,242,12,5827
1302,1303,777,2025-07-26,55,cartão,black_friday,45,3942,Brasília,frequente,106,16,7085
1303,1304,317,2025-07-27,212,cartão,ano_novo,53,5042,Curitiba,ocasional,47,6,3659
1304,1305,532,2025-07-28,135,boleto,sem_campanha,47,3966,Brasília,ocasional,363,12,4483
1305,1306,106,2025-07-29,102,cartão,black_friday,41,3725,Salvador,premium,214,13,3429
1306,1307,749,2025-07-30,270,cartão,sem_campanha,37,4163,Recife,frequente,7,9,6036
1307,1308,818,2025-07-31,186,pix,sem_campanha,66,5482,Rio de Janeiro,frequente,146,9,7005
1308,1309,464,2025-08-01,135,cartão,dia_maes,22,3394,Rio de Janeiro,ocasional,181,7,6530
1309,1310,246,2025-08-02,134,cartão,dia_maes,34,5521,Fortaleza,ocasional,136,2,6230
1310,1311,81,2025-08-03,163,pix,dia_maes,31,6306,Manaus,ocasional,246,12,2404
1311,1312,662,2025-08-04,126,cartão,dia_maes,62,5188,Brasília,frequente,111,13,6509
1312,1313,909,2025-08-05,214,pix,natal,37,5689,São Paulo,ocasional,179,11,6495
1313,1314,396,2025-08-06,154,boleto,dia_pais,20,5335,Belo Horizonte,ocasional,180,10,5589
1314,1315,522,2025-08-07,200,boleto,dia_pais,22,4029,Belo Horizonte,frequente,333,11,3909
1315,1316,833,2025-08-08,160,boleto,sem_campanha,55,5015,Recife,ocasional,158,8,3294
1316,1317,736,2025-08-09,193,cartão,sem_campanha,61,5418,Salvador,frequente,46,13,6959
1317,1318,926,2025-08-10,217,boleto,sem_campanha,33,7252,Belo Horizonte,ocasional,35,14,4540
1318,1319,264,2025-08-11,234,boleto,ano_novo,53,3911,Fortaleza,ocasional,60,18,4294
1319,1320,661,2025-08-12,174,cartão,dia_pais,56,4774,Rio de Janeiro,ocasional,58,9,2458
1320,1321,790,2025-08-13,106,cartão,volta_as_aulas,46,5913,Brasília,ocasional,169,6,5096
1321,1322,274,2025-08-14,141,boleto,dia_pais,50,8948,Salvador,ocasional,6,11,6842
1322,1323,706,2025-08-15,148,cartão,ano_novo,53,4663,Fortaleza,premium,20,10,5654
1323,1324,944,2025-08-16,121,boleto,sem_campanha,45,2050,Rio de Janeiro,ocasional,333,14,5690
1324,1325,172,2025-08-17,112,cartão,dia_maes,53,3340,Salvador,ocasional,17,6,6279
1325,1326,265,2025-08-18,158,cartão,volta_as_aulas,36,5280,Salvador,ocasional,98,11,5918
1326,1327,963,2025-08-19,100,cartão,sem_campanha,64,5599,Curitiba,premium,12,7,4975
1327,1328,822,2025-08-20,91,cartão,sem_campanha,58,3866,Rio de Janeiro,ocasional,47,5,5272
1328,1329,26,2025-08-21,65,cartão,dia_maes,50,3704,Porto Alegre,frequente,105,8,5139
1329,1330,469,2025-08-22,174,cartão,dia_maes,49,4638,São Paulo,ocasional,130,12,5111
1330,1331,862,2025-08-23,167,cartão,sem_campanha,20,6785,Salvador,ocasional,249,16,5503
1331,1332,476,2025-08-24,133,boleto,black_friday,33,5685,Rio de Janeiro,ocasional,302,12,8581
1332,1333,356,2025-08-25,199,cartão,sem_campanha,62,3502,Porto Alegre,ocasional,144,11,2683
1333,1334,26,2025-08-26,100,boleto,sem_campanha,50,3704,Porto Alegre,frequente,105,8,5139
1334,1335,34,2025-08-27,169,cartão,sem_campanha,45,6133,Fortaleza,frequente,238,10,2330
1335,1336,264,2025-08-28,152,cartão,black_friday,53,3911,Fortaleza,ocasional,60,18,4294
1336,1337,138,2025-08-29,112,cartão,dia_pais,52,5335,Rio de Janeiro,ocasional,108,15,3177
1337,1338,816,2025-08-30,125,cartão,dia_maes,39,4564,São Paulo,premium,32,13,5756
1338,1339,695,2025-08-31,121,cartão,ano_novo,25,2460,Belo Horizonte,frequente,43,9,6379
1339,1340,875,2025-09-01,162,cartão,sem_campanha,54,4180,São Paulo,ocasional,190,9,4747
1340,1341,754,2025-09-02,179,cartão,sem_campanha,31,7458,São Paulo,ocasional,279,13,4829
1341,1342,566,2025-09-03,128,cartão,ano_novo,29,2635,Belo Horizonte,ocasional,125,13,3693
1342,1343,462,2025-09-04,114,cartão,ano_novo,61,4851,Belo Horizonte,frequente,339,11,3708
1343,1344,168,2025-09-05,156,pix,volta_as_aulas,62,6044,Porto Alegre,ocasional,8,8,3436
1344,1345,631,2025-09-06,67,cartão,natal,37,6305,Rio de Janeiro,ocasional,190,10,4601
1345,1346,655,2025-09-07,151,boleto,dia_pais,42,6784,Manaus,ocasional,218,15,6998
1346,1347,81,2025-09-08,228,cartão,dia_maes,31,6306,Manaus,ocasional,246,12,2404
1347,1348,757,2025-09-09,114,cartão,sem_campanha,18,5853,São Paulo,ocasional,313,10,5047
1348,1349,914,2025-09-10,141,cartão,ano_novo,19,5277,Recife,ocasional,197,8,3184
1349,1350,864,2025-09-11,201,cartão,dia_maes,29,2772,Recife,ocasional,229,12,6455
1350,1351,870,2025-09-12,187,boleto,volta_as_aulas,34,2297,Fortaleza,ocasional,332,20,6493
1351,1352,407,2025-09-13,153,cartão,dia_maes,64,5885,Porto Alegre,ocasional,27,11,6295
1352,1353,574,2025-09-14,147,cartão,natal,46,3992,Rio de Janeiro,ocasional,162,11,6307
1353,1354,46,2025-09-15,88,cartão,sem_campanha,26,5072,Curitiba,ocasional,287,9,5447
1354,1355,599,2025-09-16,174,cartão,sem_campanha,46,4477,Rio de Janeiro,ocasional,231,5,5625
1355,1356,611,2025-09-17,82,boleto,black_friday,65,6091,Recife,ocasional,169,8,4551
1356,1357,807,2025-09-18,46,cartão,sem_campanha,18,3344,Salvador,ocasional,189,10,3645
1357,1358,911,2025-09-19,200,cartão,volta_as_aulas,22,8020,Fortaleza,ocasional,265,7,4900
1358,1359,53,2025-09-20,169,cartão,dia_pais,26,4022,São Paulo,frequente,118,10,6179
1359,1360,984,2025-09-21,193,cartão,sem_campanha,31,5882,São Paulo,frequente,155,16,3018
1360,1361,704,2025-09-22,113,cartão,dia_maes,62,6411,Recife,ocasional,77,5,7200
1361,1362,959,2025-09-23,173,cartão,black_friday,62,5994,Porto Alegre,ocasional,208,14,2630
1362,1363,476,2025-09-24,128,cartão,dia_maes,33,5685,Rio de Janeiro,ocasional,302,12,8581
1363,1364,592,2025-09-25,133,boleto,natal,68,3075,Porto Alegre,premium,195,11,6315
1364,1365,16,2025-09-26,198,cartão,black_friday,41,4714,Recife,ocasional,214,9,6455
1365,1366,360,2025-09-27,142,cartão,dia_pais,44,6012,Brasília,frequente,304,5,6748
1366,1367,487,2025-09-28,115,cartão,volta_as_aulas,43,4939,Fortaleza,ocasional,225,15,7560
1367,1368,838,2025-09-29,81,cartão,sem_campanha,27,4719,Brasília,ocasional,268,11,5764
1368,1369,706,2025-09-30,168,boleto,dia_pais,53,4663,Fortaleza,premium,20,10,5654
1369,1370,502,2025-10-01,202,cartão,natal,56,4928,São Paulo,ocasional,331,8,4939
1370,1371,141,2025-10-02,110,pix,dia_maes,54,7823,Fortaleza,ocasional,205,8,5203
1371,1372,620,2025-10-03,184,cartão,sem_campanha,54,655,São Paulo,ocasional,256,7,5193
1372,1373,815,2025-10-04,102,cartão,dia_maes,42,6378,Fortaleza,ocasional,283,13,4451
1373,1374,777,2025-10-05,187,cartão,sem_campanha,45,3942,Brasília,frequente,106,16,7085
1374,1375,447,2025-10-06,151,cartão,volta_as_aulas,40,7348,Manaus,ocasional,324,11,2859
1375,1376,290,2025-10-07,163,cartão,sem_campanha,33,4156,São Paulo,ocasional,337,14,5571
1376,1377,209,2025-10-08,115,cartão,volta_as_aulas,61,4458,Curitiba,ocasional,44,9,9647
1377,1378,475,2025-10-09,167,cartão,natal,69,5514,Brasília,ocasional,16,15,4452
1378,1379,413,2025-10-10,120,boleto,ano_novo,19,7073,Porto Alegre,frequente,319,11,3328
1379,1380,677,2025-10-11,129,boleto,ano_novo,27,6472,Belo Horizonte,frequente,204,14,4099
1380,1381,427,2025-10-12,74,cartão,sem_campanha,42,5968,Curitiba,ocasional,22,10,5718
